survey,country,year,Other_Surveys,Completion_DHS_MICS,Completion_DHS_MICS_Note,OutOfSchool_DHS_MICS,DHS_MICS_Note
DHS,Egypt,2014,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
DHS,Eswatini,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
DHS,Ethiopia,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
DHS,Ethiopia,2005,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
DHS,Ethiopia,2011,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
DHS,Ethiopia,2016,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations.",UIS does not report number of observations
DHS,Gabon,2000,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",,UIS does not report number of observations
DHS,Gabon,2012,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
DHS,Gambia,2013,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
DHS,Ghana,2003,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
DHS,Ghana,2008,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
DHS,Ghana,2014,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
DHS,Guatemala,2015,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
DHS,Guinea,2005,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations.",UIS does not report number of observations
DHS,Guinea,2012,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
DHS,Guinea,2018,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
DHS,Guyana,2009,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
DHS,Haiti,2000,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
DHS,Haiti,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations.",UIS does not report number of observations
DHS,Haiti,2012,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
